caseid,tanggal,cases,hewan,spid,disease,prop,kab,kec,desa,lon,lat
3140667,15-04-2021,4,Anjing,60,Cacingan,Nusa Tenggara Timur,Ngada,Golewa Barat,Sobo,121.027703889697,-8.79314299049994
2765030,15-02-2021,8,sapi,22,Cacingan,Sumatera Utara,Langkat,Besitang,Bukit Mas,98.0672189366419,4.00955530200005
2706016,08-03-2021,22,sapi,22,Cacingan,Kepulauan Riau,Tanjung Pinang,Tanjung Pinang Timur,Batu Sembilan,104.50810727058,0.958616107500035
2890356,14-10-2021,2,sapi bali,24,Cacingan,Kepulauan Riau,Natuna,Bunguran Timur,Sungai Ulu,108.281885778763,3.87826776500003
3136687,15-02-2021,2,sapi,22,Cacingan,Nusa Tenggara Timur,Ngada,Aimere,Aimere Timur,120.866843903973,-8.82230949049995
2777395,19-04-2021,5,domba,46,Cacingan,Jawa Barat,Kota Bogor,Kota Bogor Selatan,Pamoyanan,106.795330003803,-6.64921140699997
3136502,15-02-2021,2,sapi,22,Cacingan,Nusa Tenggara Timur,Ngada,Riung Barat,Lanamai,120.888010721152,-8.53435649049996
3140680,15-03-2021,2,sapi,22,Cacingan,Nusa Tenggara Timur,Ngada,Riung Barat,Wolomeze I,120.926577774666,-8.54160549099996
2945983,15-01-2021,3,sapi,22,Cacingan,Bengkulu,Bengkulu Selatan,Manna,Melao,102.966647285223,-4.42744249799995
2877154,15-09-2021,6,sapi,22,Cacingan,Sumatera Utara,Langkat,Batang Serangan,Namu Sialang,98.0865015102889,3.68695947000003
3140708,15-04-2021,4,sapi,22,Cacingan,Nusa Tenggara Timur,Ngada,Golewa,Malanuza,121.062161495791,-8.82968748949995
2777390,21-03-2021,1,sapi,22,Cacingan,Jawa Barat,Kota Bogor,Tanah Sereal,Cibadak,106.783352747368,-6.55113697049995
3140983,15-05-2021,14,babi,55,Cacingan,Nusa Tenggara Timur,Ngada,Golewa,Were I,121.033721304453,-8.87086149049998
2769510,10-05-2021,1,sapi bali,24,Cacingan,Kepulauan Riau,Natuna,Bunguran Batubi,Gunung Putri ,108.150953924281,3.90655720250007
2880023,05-09-2021,1,sapi bali,24,Cacingan,Kepulauan Riau,Natuna,Bunguran Tengah,Harapan Jaya,108.248020050235,3.91220867650006
